,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,age_group,has_child,child_jitter
16756,24,Private,216867,10th,6,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,30,Mexico,<=50K,22-26,Без детей,0.3605441944030051
16757,43,Federal-gov,214541,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,>50K,42-46,Без детей,0.2952182407493698
16758,38,Private,383239,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3103.0,0.0,40,United-States,>50K,37-41,Без детей,0.21744839058401927
16759,28,Private,70034,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45,United-States,>50K,27-31,Без детей,0.3552640757907346
16761,44,Private,128485,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.28907274073017664
16763,55,Private,106740,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,>50K,52-56,Без детей,0.33264005180784106
16764,52,Private,167527,11th,7,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K,52-56,Без детей,0.3138045529688822
16765,31,Private,19302,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,>50K,27-31,Без детей,0.2209934357854222
16766,35,Private,210150,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.24488852820418852
16767,39,Private,179824,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,36,United-States,<=50K,37-41,Без детей,0.1746717170483439
16768,27,Private,420351,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,27-31,С детьми,0.7000833841057762
16769,23,State-gov,215443,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,15,United-States,<=50K,22-26,Без детей,0.3167501587087652
16770,26,Private,116044,11th,7,Separated,Craft-repair,Other-relative,White,Male,2907.0,0.0,50,United-States,<=50K,22-26,Без детей,0.344554814051946
16771,33,Private,215306,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40,Cuba,<=50K,32-36,Без детей,0.3038705015803388
16772,39,Private,108069,Some-college,10,Never-married,Craft-repair,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.2416416871975932
16773,44,Private,260046,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.15076222454553942
16774,38,Private,31053,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.1436675076876276
16775,18,Private,362302,12th,8,Never-married,Other-service,Own-child,White,Male,0.0,0.0,15,United-States,<=50K,17-21,С детьми,0.7198381355070849
16776,54,Private,87205,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,15,United-States,<=50K,52-56,Без детей,0.24131721250423915
16777,45,Private,191703,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,40,United-States,<=50K,42-46,С детьми,0.7761889493311913
16778,43,Private,242968,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,India,>50K,42-46,Без детей,0.13155748513287935
16779,23,Local-gov,185575,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.8675334937119135
16780,37,Private,177858,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,2174.0,0.0,40,United-States,<=50K,37-41,Без детей,0.21734533201697032
16781,33,Self-emp-not-inc,73585,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,<=50K,32-36,Без детей,0.33354271931226914
16782,45,Private,301802,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50,United-States,>50K,42-46,Без детей,0.2583920093596971
16783,32,Self-emp-inc,108467,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,55,United-States,<=50K,32-36,Без детей,0.16130546908800317
16784,47,Private,431245,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.32141573260828527
16785,44,Private,157217,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,>50K,42-46,Без детей,0.30035849798077024
16786,22,Private,204935,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.7565846603830148
16787,17,Private,277112,11th,7,Never-married,Sales,Own-child,White,Male,0.0,0.0,30,United-States,<=50K,17-21,С детьми,0.7534927419201072
16788,64,Self-emp-inc,59145,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,60,United-States,>50K,62-66,Без детей,0.15099510538022273
16789,30,Local-gov,159773,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,45,United-States,>50K,27-31,Без детей,0.2874037476577298
16790,51,Private,118793,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,70,United-States,>50K,47-51,Без детей,0.3486988373810319
16791,26,State-gov,152457,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.152378780613126
16792,31,Private,187901,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0.0,1504.0,40,United-States,<=50K,27-31,Без детей,0.19324274815573717
16793,50,Private,266529,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.3465539136261037
16795,63,Private,113756,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,62-66,С детьми,0.6982425383567504
16796,48,Private,83444,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,43,United-States,>50K,47-51,Без детей,0.28694648132318235
16797,37,Self-emp-inc,30529,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,2415.0,50,United-States,>50K,37-41,Без детей,0.2583563595863546
16799,29,Private,198825,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,38,United-States,<=50K,27-31,Без детей,0.2731186252009269
16800,69,Private,71489,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,25,United-States,<=50K,67+,Без детей,0.22978933637854076
16801,56,Private,111218,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60,United-States,<=50K,52-56,Без детей,0.2019979529328907
16803,39,Local-gov,203482,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298.0,0.0,40,United-States,>50K,37-41,Без детей,0.14164802817512057
16804,42,Self-emp-not-inc,352196,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,22,United-States,<=50K,42-46,Без детей,0.3086274254305994
16805,41,Federal-gov,355918,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,>50K,37-41,Без детей,0.30906243092661445
16806,45,Private,168262,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1887.0,40,United-States,>50K,42-46,Без детей,0.29097417761889355
16807,23,Private,182615,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.7844721091487089
16808,29,Private,211482,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50,United-States,>50K,27-31,Без детей,0.1884921117202063
16809,34,Private,386370,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50,United-States,<=50K,32-36,Без детей,0.1353627841039099
16811,46,Local-gov,180010,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40,United-States,>50K,42-46,Без детей,0.32409169525250553
16812,46,Without-pay,142210,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,25,United-States,<=50K,42-46,Без детей,0.24787324856699844
16813,33,Private,415706,5th-6th,3,Separated,Other-service,Unmarried,White,Female,0.0,0.0,40,Mexico,<=50K,32-36,Без детей,0.2036411513686284
16814,46,Private,237731,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.15446365762733683
16815,26,Private,343506,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.6450531818163332
16816,49,Local-gov,116163,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,50,France,<=50K,47-51,Без детей,0.21372801323084256
16818,55,State-gov,153451,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,1887.0,40,United-States,>50K,52-56,Без детей,0.3231368955440657
16819,35,Private,301862,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.35049369984011935
16820,27,Private,33429,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.3452203275071355
16821,31,Private,169583,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,27-31,С детьми,0.8508002003399171
16822,47,Private,146497,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0.0,0.0,16,Germany,<=50K,47-51,Без детей,0.34785408235104226
16823,48,Self-emp-not-inc,383384,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,>50K,47-51,Без детей,0.256533940384095
16824,27,Private,240809,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,56,United-States,<=50K,27-31,Без детей,0.1826597532536569
16825,38,Private,203763,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.3215311798808369
16826,27,Private,218785,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.18129111396461897
16828,17,Private,244602,12th,8,Never-married,Other-service,Own-child,White,Male,0.0,0.0,15,United-States,<=50K,17-21,С детьми,0.6941297464215765
16829,44,State-gov,175696,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,>50K,42-46,Без детей,0.18598103723741163
16830,26,Private,101027,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48,United-States,<=50K,22-26,Без детей,0.2535957768869934
16831,37,Private,99270,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Female,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.2072386019605792
16832,49,Private,224393,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55,United-States,>50K,47-51,Без детей,0.16699745191008195
16833,42,Private,192381,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,>50K,42-46,Без детей,0.2387616188545318
16834,26,Private,131686,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.33973773730844004
16836,44,Private,277533,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.2669326851879933
16837,47,Private,72880,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.3408005454130209
16839,49,Private,209057,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.17700932441899297
16840,17,Private,108909,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,20,United-States,<=50K,17-21,С детьми,0.670073729681413
16841,42,Private,74949,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.26813851016762086
16842,30,Private,235639,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.2411989363711055
16843,36,State-gov,137421,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0.0,0.0,37,Hong,<=50K,32-36,Без детей,0.28844143399526967
16844,53,Private,122412,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,52-56,Без детей,0.3207104298464276
16845,23,Private,434894,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.31031375095652236
16846,35,Private,379959,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.35614268167805463
16847,32,Private,95885,11th,7,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,13550.0,0.0,60,United-States,>50K,32-36,Без детей,0.22558153819768278
16848,39,Private,225330,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0.0,0.0,50,Poland,>50K,37-41,Без детей,0.1795328181395634
16849,40,Private,32627,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,<=50K,37-41,Без детей,0.26221903358749254
16850,28,Private,65171,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.15657834884588456
16851,32,Private,193380,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,32-36,С детьми,0.6993242695995916
16852,42,Private,184823,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,42-46,С детьми,0.6798931332631547
16853,35,Private,81259,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,43,United-States,<=50K,32-36,Без детей,0.22517529203129943
16854,35,Private,301369,12th,8,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.1566919780005317
16855,21,Private,190968,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,17-21,С детьми,0.6376420186915435
16856,71,Private,196610,7th-8th,4,Widowed,Exec-managerial,Not-in-family,White,Male,6097.0,0.0,40,United-States,>50K,67+,Без детей,0.28763056111120766
16857,31,Private,330715,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.2764597547895532
16858,25,Local-gov,77698,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.30000614464927866
16859,35,Private,139770,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,6849.0,0.0,40,United-States,<=50K,32-36,С детьми,0.7884927456651225
16860,24,Private,109053,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,25,United-States,<=50K,22-26,Без детей,0.15743072347417203
16861,69,Private,312653,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,25,United-States,<=50K,67+,Без детей,0.1998589315301551
16863,35,Private,331831,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.16108638637608458
16864,42,Private,54202,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,10520.0,0.0,50,United-States,>50K,42-46,Без детей,0.33231337649165515
16865,51,Private,163948,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,>50K,47-51,Без детей,0.3092568772853256
16866,48,Private,36228,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,44,United-States,<=50K,47-51,Без детей,0.1783664807003782
16867,49,Private,160167,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.2119142177175744
16868,53,Private,178356,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,2407.0,0.0,99,United-States,<=50K,52-56,Без детей,0.3619875981434114
16869,43,Private,104196,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,<=50K,42-46,Без детей,0.27259824589111636
16870,53,Private,288353,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,>50K,52-56,Без детей,0.32227734335227776
16871,35,Private,187693,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,32-36,С детьми,0.693501848344495
16872,36,Private,114988,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.18041270084303326
16873,34,Local-gov,117392,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,32-36,Без детей,0.31814006292317165
16874,48,Private,121124,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,>50K,47-51,Без детей,0.29460938925554564
16875,53,Private,195638,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,52-56,Без детей,0.2934347030108233
16876,37,Private,245053,Some-college,10,Divorced,Handlers-cleaners,Own-child,White,Male,0.0,1504.0,40,United-States,<=50K,37-41,С детьми,0.7626322996390065
16877,49,State-gov,216734,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.2652588022663717
16879,41,Private,49156,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.3065674012735009
16880,25,Private,126133,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.6948005954690869
16881,24,Private,304463,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,65,United-States,<=50K,22-26,Без детей,0.21466443180566938
16882,34,Private,214288,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,32-36,С детьми,0.8391928249248132
16883,29,Private,274969,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0.0,0.0,42,United-States,<=50K,27-31,Без детей,0.20412764824291785
16884,23,Private,189072,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Female,0.0,0.0,45,United-States,<=50K,22-26,Без детей,0.26111429713103174
16885,46,Private,128047,Some-college,10,Separated,Sales,Not-in-family,White,Male,0.0,0.0,42,United-States,<=50K,42-46,Без детей,0.2986334713616042
16886,20,Private,210338,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,15,United-States,<=50K,17-21,С детьми,0.8699819584399624
16887,63,Private,122442,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,62-66,Без детей,0.23446991955887966
16888,40,Self-emp-not-inc,167081,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,3103.0,0.0,50,United-States,<=50K,37-41,Без детей,0.2327422903899865
16889,33,Private,251421,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K,32-36,Без детей,0.3322212110640802
16890,24,Federal-gov,219519,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.8233207467023672
16891,36,Private,33355,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,45,United-States,<=50K,32-36,С детьми,0.8054582116162916
16892,25,Private,441210,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.741175112978167
16893,54,Local-gov,178356,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,<=50K,52-56,Без детей,0.2077453888385718
16894,50,Self-emp-not-inc,231196,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,50,United-States,<=50K,47-51,Без детей,0.2760953158203637
16895,58,State-gov,40925,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,<=50K,57-61,Без детей,0.3402935903515938
16896,17,Private,270587,11th,7,Never-married,Other-service,Own-child,White,Male,0.0,0.0,20,England,<=50K,17-21,С детьми,0.8421065899700608
16897,40,Private,219266,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,50,United-States,>50K,37-41,Без детей,0.1560396028169052
16898,27,Private,114967,Bachelors,13,Never-married,Sales,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,27-31,С детьми,0.7328040681151562
16899,20,Private,344492,HS-grad,9,Separated,Sales,Own-child,White,Female,0.0,0.0,26,United-States,<=50K,17-21,С детьми,0.7415332694876999
16900,22,Private,369387,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35,United-States,<=50K,22-26,Без детей,0.3646276882057008
16901,80,Self-emp-not-inc,101771,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,25,United-States,<=50K,67+,Без детей,0.2927195236582203
16902,52,Private,137428,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,45,United-States,<=50K,52-56,Без детей,0.22773914014289692
16903,40,Federal-gov,121012,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298.0,0.0,48,United-States,>50K,37-41,Без детей,0.1362538926365423
16904,48,Private,139290,10th,6,Separated,Machine-op-inspct,Own-child,White,Female,0.0,0.0,48,United-States,<=50K,47-51,С детьми,0.7656924384238071
16905,62,Private,199193,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,25,United-States,<=50K,62-66,Без детей,0.15305823415320546
16906,32,Private,286689,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,42,United-States,>50K,32-36,Без детей,0.33026798976346317
16908,58,Federal-gov,208640,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,>50K,57-61,Без детей,0.3106044785368869
16909,37,Self-emp-not-inc,120130,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,>50K,37-41,Без детей,0.2405221983779629
16910,29,Self-emp-inc,241431,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35,United-States,>50K,27-31,Без детей,0.23301058709000794
16911,25,Private,120450,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40,United-States,<=50K,22-26,Без детей,0.3453613517365045
16912,26,Private,152240,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.6992300041003509
16913,50,Private,200960,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,<=50K,47-51,Без детей,0.18976479090562498
16914,30,Federal-gov,314310,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,>50K,27-31,Без детей,0.3554073838781829
16915,30,Local-gov,44566,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,80,United-States,<=50K,27-31,Без детей,0.3242190008208358
16916,59,Private,21792,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,10,United-States,<=50K,57-61,Без детей,0.32695014233612674
16917,36,Private,182074,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,32-36,С детьми,0.6768465154262221
16918,37,Private,221850,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50,Ecuador,>50K,37-41,Без детей,0.16439103794342425
16919,42,Private,240628,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40,United-States,>50K,42-46,Без детей,0.1362470919561124
16920,34,Private,318641,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,45,United-States,>50K,32-36,Без детей,0.1868899621404832
16921,27,Self-emp-not-inc,140863,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,<=50K,27-31,Без детей,0.315805718011438
16922,39,Private,129150,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50,United-States,>50K,37-41,Без детей,0.18760922050339596
16923,41,Private,143003,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,7298.0,0.0,60,India,>50K,37-41,Без детей,0.3049847880627703
16924,34,Self-emp-not-inc,198664,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,15024.0,0.0,70,South,>50K,32-36,Без детей,0.19045798368818118
16925,41,Private,244945,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.2248701995081612
16926,50,Private,138514,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40,United-States,<=50K,47-51,Без детей,0.365958949578738
16927,18,Private,92008,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Female,0.0,0.0,28,United-States,<=50K,17-21,Без детей,0.18875481550819254
16928,23,Private,207415,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,15,United-States,<=50K,22-26,С детьми,0.7203289505515842
16929,26,Private,188626,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48,United-States,<=50K,22-26,Без детей,0.2022609233116513
16930,38,Private,257250,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,7298.0,0.0,60,United-States,>50K,37-41,Без детей,0.15630999671920054
16931,27,Private,133696,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,88,United-States,<=50K,27-31,Без детей,0.24757459411139798
16932,21,Private,195919,10th,6,Never-married,Handlers-cleaners,Not-in-family,Other,Male,0.0,0.0,40,Dominican-Republic,<=50K,17-21,Без детей,0.22088575919992054
16933,41,Private,119266,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,<=50K,37-41,Без детей,0.2967729005937472
16934,42,Self-emp-not-inc,140474,Assoc-acdm,12,Divorced,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0.0,0.0,35,United-States,<=50K,42-46,С детьми,0.8262226912683711
16935,25,Private,69739,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40,United-States,<=50K,22-26,С детьми,0.7606199314789532
16936,43,Private,293176,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,>50K,42-46,Без детей,0.13772714130096086
16937,23,Private,217961,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,15,United-States,<=50K,22-26,С детьми,0.7785413654963331
16938,40,Local-gov,163725,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688.0,0.0,40,United-States,>50K,37-41,Без детей,0.1432937752050254
16939,23,Private,419394,Some-college,10,Never-married,Sales,Own-child,Black,Male,0.0,0.0,9,United-States,<=50K,22-26,С детьми,0.7779255176637659
