Возраст;Работа;Семейный статус;Образование;Кредитный дефолт;Ипотека;Займ;Контакт;Месяц;День недели;Длительность;Кампания;День;Предыдущий контакт;Доходность;Колебание уровня безработицы;Индекс потребительских цен;Индекс потребительской уверенности;Европейская межбанковская ставка;Количество сотрудников в компании;y
45;Обслуживающий персонал;Не женат / не замужем;Высшая школа;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;443;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
45;Обслуживающий персонал;Женат / замужем;Высшая школа;Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;559;7;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
45;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Да;Городской телефон;Июнь;Вторник;825;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
45;Техник;Женат / замужем;Университетская степень;Неизвестно;Нет;Да;Городской телефон;Июнь;Вторник;1336;4;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Да
45;Преддприниматель;Женат / замужем;Высшая школа;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;1516;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Техник;Женат / замужем;Профессиональный курс;Неизвестно;Да;Нет;Городской телефон;Июнь;Среда;77;8;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Самозанятый;Женат / замужем;Базовое (9 классов);Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;87;7;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Городской телефон;Июнь;Среда;91;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Городской телефон;Июнь;Среда;92;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Менеджер;Женат / замужем;Высшая школа;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;107;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Техник;Женат / замужем;Профессиональный курс;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;117;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Домохозяйка;Разведен(-а);Базовое (6 классов);Нет;Да;Нет;Городской телефон;Июнь;Вторник;143;8;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Да;Городской телефон;Июнь;Среда;148;10;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Менеджер;Разведен(-а);Университетская степень;Нет;Да;Нет;Городской телефон;Июнь;Среда;165;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Самозанятый;Женат / замужем;Базовое (6 классов);Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;179;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Голубой воротничок;Женат / замужем;Базовое (6 классов);Нет;Нет;Да;Городской телефон;Июнь;Вторник;179;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Менеджер;Не женат / не замужем;Университетская степень;Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;193;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Городской телефон;Июнь;Вторник;207;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Голубой воротничок;Женат / замужем;Высшая школа;Нет;Да;Нет;Городской телефон;Июнь;Среда;216;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Голубой воротничок;Женат / замужем;Базовое (9 классов);Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;222;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Самозанятый;Разведен(-а);Базовое (9 классов);Нет;Да;Нет;Городской телефон;Июнь;Вторник;231;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Голубой воротничок;Женат / замужем;Базовое (6 классов);Нет;Да;Нет;Городской телефон;Июнь;Среда;267;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Техник;Женат / замужем;Высшая школа;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;372;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Менеджер;Женат / замужем;Высшая школа;Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;490;6;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Менеджер;Женат / замужем;Базовое (9 классов);Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;495;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
46;Голубой воротничок;Женат / замужем;Профессиональный курс;Неизвестно;Нет;Нет;Городской телефон;Июнь;Среда;1138;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
47;Голубой воротничок;Женат / замужем;Неизвестно;Неизвестно;Нет;Да;Городской телефон;Июнь;Среда;17;13;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
47;Техник;Женат / замужем;Профессиональный курс;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;19;20;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
47;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Нет;Да;Городской телефон;Июнь;Среда;65;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
47;Самозанятый;Женат / замужем;Базовое (4 класса);Неизвестно;Неизвестно;Неизвестно;Городской телефон;Июнь;Вторник;72;8;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
47;Менеджер;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;100;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
47;Менеджер;Разведен(-а);Университетская степень;Нет;Нет;Нет;Городской телефон;Июнь;Среда;121;4;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
47;Техник;Не женат / не замужем;Профессиональный курс;Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;126;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
47;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Июнь;Вторник;203;9;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
47;Голубой воротничок;Разведен(-а);Базовое (9 классов);Неизвестно;Нет;Да;Городской телефон;Июнь;Вторник;258;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
47;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;384;5;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
47;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Нет;Нет;Городской телефон;Июнь;Среда;624;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Менеджер;Разведен(-а);Профессиональный курс;Нет;Да;Нет;Городской телефон;Июнь;Среда;37;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Менеджер;Женат / замужем;Профессиональный курс;Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;55;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Голубой воротничок;Женат / замужем;Профессиональный курс;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;68;6;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Домохозяйка;Женат / замужем;Высшая школа;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;87;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Менеджер;Разведен(-а);Высшая школа;Нет;Нет;Нет;Городской телефон;Июнь;Среда;89;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Городской телефон;Июнь;Среда;103;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Менеджер;Женат / замужем;Высшая школа;Нет;Да;Да;Городской телефон;Июнь;Среда;105;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Пенсионер;Женат / замужем;Базовое (4 класса);Неизвестно;Нет;Нет;Городской телефон;Июнь;Среда;145;8;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;182;5;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Менеджер;Женат / замужем;Высшая школа;Нет;Нет;Да;Городской телефон;Июнь;Вторник;183;4;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Обслуживающий персонал;Не женат / не замужем;Высшая школа;Неизвестно;Нет;Да;Городской телефон;Июнь;Вторник;246;5;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Нет;Да;Городской телефон;Июнь;Вторник;291;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Голубой воротничок;Разведен(-а);Базовое (4 класса);Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;332;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Менеджер;Разведен(-а);Университетская степень;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;418;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
48;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Да;Городской телефон;Июнь;Вторник;1025;7;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Да
49;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Нет;Городской телефон;Июнь;Среда;29;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
49;Техник;Женат / замужем;Высшая школа;Нет;Да;Нет;Городской телефон;Июнь;Вторник;80;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
49;Домохозяйка;Разведен(-а);Базовое (6 классов);Нет;Да;Нет;Городской телефон;Июнь;Среда;85;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
49;Обслуживающий персонал;Женат / замужем;Высшая школа;Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;86;5;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
49;Техник;Женат / замужем;Базовое (6 классов);Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;88;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
49;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;88;6;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
49;Голубой воротничок;Женат / замужем;Неизвестно;Неизвестно;Нет;Нет;Городской телефон;Июнь;Среда;112;4;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
49;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Да;Городской телефон;Июнь;Вторник;131;5;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
49;Менеджер;Разведен(-а);Университетская степень;Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;165;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
49;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Нет;Нет;Городской телефон;Июнь;Вторник;188;5;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
49;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Да;Да;Городской телефон;Июнь;Вторник;495;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Техник;Женат / замужем;Профессиональный курс;Неизвестно;Да;Да;Городской телефон;Июнь;Среда;31;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Менеджер;Женат / замужем;Высшая школа;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;58;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Обслуживающий персонал;Разведен(-а);Базовое (4 класса);Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;80;4;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Нет;Нет;Городской телефон;Июнь;Среда;99;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Голубой воротничок;Женат / замужем;Базовое (6 классов);Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;103;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Городской телефон;Июнь;Вторник;128;6;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Голубой воротничок;Разведен(-а);Базовое (9 классов);Нет;Нет;Нет;Городской телефон;Июнь;Вторник;137;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Самозанятый;Женат / замужем;Базовое (9 классов);Неизвестно;Нет;Нет;Городской телефон;Июнь;Среда;139;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Менеджер;Женат / замужем;Высшая школа;Неизвестно;Нет;Нет;Городской телефон;Июнь;Среда;144;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Самозанятый;Женат / замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Июнь;Вторник;157;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Менеджер;Не женат / не замужем;Университетская степень;Нет;Нет;Нет;Городской телефон;Июнь;Среда;178;6;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Июнь;Вторник;199;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Обслуживающий персонал;Женат / замужем;Высшая школа;Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;235;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Менеджер;Женат / замужем;Высшая школа;Нет;Нет;Нет;Городской телефон;Июнь;Среда;276;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Голубой воротничок;Разведен(-а);Базовое (9 классов);Нет;Да;Нет;Городской телефон;Июнь;Вторник;288;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Неизвестно;Не женат / не замужем;Неизвестно;Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;363;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Июнь;Среда;407;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Техник;Женат / замужем;Профессиональный курс;Нет;Нет;Нет;Городской телефон;Июнь;Среда;462;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Домохозяйка;Не женат / не замужем;Неизвестно;Нет;Нет;Да;Городской телефон;Июнь;Вторник;517;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Нет;Да;Городской телефон;Июнь;Вторник;676;5;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
50;Домохозяйка;Разведен(-а);Высшая школа;Неизвестно;Да;Нет;Городской телефон;Июнь;Среда;763;4;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
51;Самозанятый;Женат / замужем;Университетская степень;Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;34;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
51;Техник;Женат / замужем;Профессиональный курс;Нет;Нет;Да;Городской телефон;Июнь;Вторник;72;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
51;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Городской телефон;Июнь;Вторник;81;6;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
51;Самозанятый;Женат / замужем;Базовое (4 класса);Нет;Нет;Да;Городской телефон;Июнь;Среда;85;5;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
51;Голубой воротничок;Женат / замужем;Базовое (9 классов);Неизвестно;Нет;Нет;Городской телефон;Июнь;Среда;119;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
51;Самозанятый;Женат / замужем;Университетская степень;Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;143;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
51;Пенсионер;Разведен(-а);Университетская степень;Нет;Да;Да;Городской телефон;Июнь;Вторник;342;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
51;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Городской телефон;Июнь;Среда;1254;10;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
52;Менеджер;Разведен(-а);Университетская степень;Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;43;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
52;Самозанятый;Женат / замужем;Высшая школа;Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;70;6;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
52;Пенсионер;Женат / замужем;Базовое (4 класса);Нет;Нет;Да;Городской телефон;Июнь;Среда;87;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
52;Техник;Женат / замужем;Высшая школа;Неизвестно;Да;Нет;Городской телефон;Июнь;Среда;122;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
52;Голубой воротничок;Женат / замужем;Базовое (4 класса);Нет;Нет;Нет;Городской телефон;Июнь;Среда;154;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
52;Менеджер;Разведен(-а);Университетская степень;Нет;Нет;Нет;Городской телефон;Июнь;Среда;208;4;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
52;Менеджер;Разведен(-а);Университетская степень;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;245;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
52;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;316;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
52;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Нет;Нет;Городской телефон;Июнь;Вторник;542;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
52;Пенсионер;Женат / замужем;Базовое (4 класса);Нет;Нет;Нет;Городской телефон;Июнь;Среда;633;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Да
53;Обслуживающий персонал;Женат / замужем;Высшая школа;Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;76;8;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
53;Техник;Женат / замужем;Профессиональный курс;Неизвестно;Да;Нет;Городской телефон;Июнь;Среда;104;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
53;Менеджер;Разведен(-а);Университетская степень;Нет;Да;Нет;Городской телефон;Июнь;Среда;112;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
53;Самозанятый;Женат / замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Июнь;Вторник;119;4;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
53;Менеджер;Женат / замужем;Высшая школа;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;138;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
53;Менеджер;Женат / замужем;Базовое (6 классов);Неизвестно;Да;Нет;Городской телефон;Июнь;Среда;152;6;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
53;Менеджер;Женат / замужем;Высшая школа;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;177;26;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
53;Менеджер;Женат / замужем;Университетская степень;Нет;Неизвестно;Неизвестно;Городской телефон;Июнь;Среда;232;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
53;Домохозяйка;Женат / замужем;Базовое (4 класса);Нет;Неизвестно;Неизвестно;Городской телефон;Июнь;Вторник;259;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
53;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Городской телефон;Июнь;Среда;597;7;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
54;Менеджер;Разведен(-а);Неизвестно;Неизвестно;Нет;Нет;Городской телефон;Июнь;Среда;38;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
54;Преддприниматель;Женат / замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Июнь;Среда;39;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
54;Менеджер;Женат / замужем;Университетская степень;Неизвестно;Да;Нет;Городской телефон;Июнь;Среда;79;10;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
54;Техник;Женат / замужем;Профессиональный курс;Нет;Да;Нет;Городской телефон;Июнь;Среда;80;6;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
54;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;84;15;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
54;Обслуживающий персонал;Женат / замужем;Высшая школа;Нет;Да;Нет;Городской телефон;Июнь;Вторник;184;5;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
54;Техник;Женат / замужем;Университетская степень;Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;294;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
55;Менеджер;Женат / замужем;Университетская степень;Нет;Да;Нет;Городской телефон;Июнь;Вторник;22;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
55;Пенсионер;Разведен(-а);Профессиональный курс;Нет;Да;Нет;Городской телефон;Июнь;Среда;69;4;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
55;Голубой воротничок;Разведен(-а);Базовое (4 класса);Неизвестно;Нет;Да;Городской телефон;Июнь;Вторник;115;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
55;Пенсионер;Разведен(-а);Профессиональный курс;Нет;Нет;Нет;Городской телефон;Июнь;Среда;182;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
55;Неизвестно;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;216;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
56;Преддприниматель;Женат / замужем;Университетская степень;Нет;Нет;Нет;Городской телефон;Июнь;Вторник;21;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
56;Менеджер;Женат / замужем;Университетская степень;Нет;Нет;Нет;Городской телефон;Июнь;Среда;79;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
56;Голубой воротничок;Женат / замужем;Базовое (9 классов);Неизвестно;Нет;Нет;Городской телефон;Июнь;Среда;99;6;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
56;Самозанятый;Женат / замужем;Высшая школа;Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;197;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
56;Менеджер;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;197;5;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
56;Домохозяйка;Женат / замужем;Базовое (4 класса);Нет;Нет;Нет;Городской телефон;Июнь;Среда;204;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
56;Менеджер;Не женат / не замужем;Базовое (9 классов);Нет;Да;Нет;Городской телефон;Июнь;Среда;341;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
56;Преддприниматель;Женат / замужем;Неизвестно;Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;536;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
56;Менеджер;Женат / замужем;Базовое (9 классов);Нет;Да;Нет;Городской телефон;Июнь;Вторник;941;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Да
57;Менеджер;Разведен(-а);Неизвестно;Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;28;19;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
57;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Городской телефон;Июнь;Вторник;43;5;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
57;Голубой воротничок;Разведен(-а);Базовое (9 классов);Нет;Да;Нет;Городской телефон;Июнь;Вторник;45;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
57;Голубой воротничок;Разведен(-а);Неизвестно;Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;50;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
57;Голубой воротничок;Женат / замужем;Базовое (4 класса);Неизвестно;Да;Нет;Городской телефон;Июнь;Среда;71;5;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
57;Голубой воротничок;Женат / замужем;Высшая школа;Неизвестно;Нет;Нет;Городской телефон;Июнь;Вторник;171;3;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
57;Голубой воротничок;Разведен(-а);Базовое (9 классов);Нет;Да;Нет;Городской телефон;Июнь;Вторник;177;1;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
57;Техник;Женат / замужем;Профессиональный курс;Нет;Да;Нет;Городской телефон;Июнь;Вторник;194;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
57;Техник;Разведен(-а);Неизвестно;Нет;Да;Да;Городской телефон;Июнь;Вторник;237;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
57;Голубой воротничок;Женат / замужем;Базовое (9 классов);Нет;Да;Да;Городской телефон;Июнь;Среда;367;2;999;0;Отсутствует;1.4;94.465;-41.8;4.864;5228.1;Нет
